TeamId,TeamName,SubmissionDate,Score
103634,"Max Sop","2014-06-27 22:56:51",0.52069
103006,"Michael Jahrer","2014-06-27 23:50:26",0.47958
102987,:-),"2014-06-27 23:50:39",0.69315
103646,etnewton,"2014-06-28 00:13:23",0.54288
102987,:-),"2014-06-28 01:22:30",0.48059
103171,"Maarten Bosma","2014-06-28 02:50:49",0.53526
103469,fuzzy,"2014-06-28 04:57:51",0.50124
103676,"Kyle Olson","2014-06-28 06:17:16",0.57659
102987,:-),"2014-06-28 06:59:15",0.47912
103704,Rafael,"2014-06-28 12:00:22",0.48040
103590,Skander,"2014-06-28 12:19:25",0.55087
103065,Silogram,"2014-06-28 12:40:19",0.49010
103065,Silogram,"2014-06-28 14:12:28",0.48006
102914,"Matthew Sharpe","2014-06-28 16:37:44",0.48006
103469,fuzzy,"2014-06-28 17:35:10",0.48058
103247,epiconvergence,"2014-06-28 18:13:29",0.48690
103247,epiconvergence,"2014-06-28 18:37:37",0.48203
102881,Abhishek,"2014-06-28 19:09:02",0.47866
102881,Abhishek,"2014-06-28 19:38:25",0.47263
103739,"Jiaji Zhou","2014-06-28 20:16:38",0.50637
102881,Abhishek,"2014-06-28 20:20:29",0.46473
103006,"Michael Jahrer","2014-06-28 21:00:14",0.47596
102935,deceptimons,"2014-06-28 21:03:57",0.46473
103757,Schw4rzR0tG0ld,"2014-06-28 22:52:36",0.49845
103469,fuzzy,"2014-06-28 23:38:01",0.48027
102987,:-),"2014-06-29 00:11:29",0.47889
102935,deceptimons,"2014-06-29 00:39:27",0.46403
102935,deceptimons,"2014-06-29 02:21:40",0.46372
103171,"Maarten Bosma","2014-06-29 02:59:47",0.48094
103171,"Maarten Bosma","2014-06-29 03:32:42",0.48094
102965,Dollars4Donuts,"2014-06-29 04:44:48",0.50674
102881,Abhishek,"2014-06-29 05:09:48",0.46401
103787,sigg,"2014-06-29 07:54:50",0.49569
103791,GKHI,"2014-06-29 09:16:22",0.99868
103065,Silogram,"2014-06-29 09:30:58",0.47578
102914,"Matthew Sharpe","2014-06-29 09:52:09",0.47280
103805,Osamc,"2014-06-29 11:52:52",0.47018
103807,u13975,"2014-06-29 12:09:12",0.56346
103757,Schw4rzR0tG0ld,"2014-06-29 12:12:32",0.49496
103469,fuzzy,"2014-06-29 12:49:32",0.47732
103065,Silogram,"2014-06-29 13:12:05",0.47386
103816,Pourquoipas,"2014-06-29 16:08:42",0.47958
103787,sigg,"2014-06-29 16:52:31",0.46366
103757,Schw4rzR0tG0ld,"2014-06-29 17:23:53",0.49212
103088,smoke,"2014-06-29 17:29:32",0.63018
103807,u13975,"2014-06-29 18:15:04",0.48042
103829,"Ivo PT","2014-06-29 18:21:23",0.48008
103726,Bugra,"2014-06-29 18:43:12",0.55204
102965,Dollars4Donuts,"2014-06-29 18:54:58",0.50636
103829,"Ivo PT","2014-06-29 19:00:38",0.47649
103726,Bugra,"2014-06-29 19:26:24",0.48006
103006,"Michael Jahrer","2014-06-29 19:28:18",0.47450
102914,"Matthew Sharpe","2014-06-29 19:28:36",0.46635
103829,"Ivo PT","2014-06-29 20:54:15",0.47556
103845,"Yoojong Bang","2014-06-29 20:59:55",0.63309
103829,"Ivo PT","2014-06-29 22:50:26",0.47440
103006,"Michael Jahrer","2014-06-30 00:18:28",0.47197
103239,"Click here to win a million dollars","2014-06-30 00:18:53",0.47752
103828,kaka,"2014-06-30 03:42:28",0.46335
103828,kaka,"2014-06-30 09:54:11",0.45963
103912,backdoor,"2014-06-30 11:07:32",0.48312
103627,"T. Henry","2014-06-30 11:30:46",0.68192
103916,sobrosen,"2014-06-30 11:31:33",0.48059
103919,"Vito Limandibhrata","2014-06-30 11:47:30",2.42549
103912,backdoor,"2014-06-30 12:19:44",0.47835
103590,Skander,"2014-06-30 14:02:25",0.46842
103916,sobrosen,"2014-06-30 14:04:17",0.48041
103912,backdoor,"2014-06-30 14:42:14",0.47815
103828,kaka,"2014-06-30 16:00:27",0.45657
103065,Silogram,"2014-06-30 16:10:23",0.46523
103590,Skander,"2014-06-30 16:13:39",0.46767
103940,Adil,"2014-06-30 16:42:20",0.48058
103940,Adil,"2014-06-30 17:03:02",0.48006
103006,"Michael Jahrer","2014-06-30 17:34:27",0.46836
103469,fuzzy,"2014-06-30 19:00:19",0.47269
103919,"Vito Limandibhrata","2014-06-30 19:58:52",0.54626
102965,Dollars4Donuts,"2014-06-30 20:56:08",0.50186
103469,fuzzy,"2014-06-30 22:03:36",0.47020
103986,nwpu332,"2014-07-01 03:22:20",0.55169
103065,Silogram,"2014-07-01 05:48:56",0.46358
103782,Defficiency,"2014-07-01 06:25:08",0.58463
103912,backdoor,"2014-07-01 06:48:05",0.47754
102935,deceptimons,"2014-07-01 07:00:26",0.46294
104002,heyook,"2014-07-01 07:10:48",0.47770
103006,"Michael Jahrer","2014-07-01 09:10:40",0.45250
103828,kaka,"2014-07-01 10:04:12",0.45644
103919,"Vito Limandibhrata","2014-07-01 10:47:20",0.48217
103469,fuzzy,"2014-07-01 12:39:56",0.46807
103916,sobrosen,"2014-07-01 12:49:59",0.47645
103202,"Zero One","2014-07-01 13:42:35",0.56323
103916,sobrosen,"2014-07-01 13:42:36",0.47626
103239,"Click here to win a million dollars","2014-07-01 15:20:55",0.47750
103469,fuzzy,"2014-07-01 17:02:29",0.46343
104051,bl3nder,"2014-07-01 17:53:44",8.73736
103469,fuzzy,"2014-07-01 19:04:54",0.46275
103805,Osamc,"2014-07-01 21:31:14",0.46243
104068,Dieselboy,"2014-07-01 21:31:58",9.09328
102935,deceptimons,"2014-07-01 21:40:15",0.46293
103919,"Vito Limandibhrata","2014-07-01 21:43:02",0.48126
102935,deceptimons,"2014-07-01 21:50:51",0.46292
104068,Dieselboy,"2014-07-01 21:55:13",0.48729
103787,sigg,"2014-07-01 23:14:15",0.46330
103805,Osamc,"2014-07-02 00:08:40",0.45687
103986,nwpu332,"2014-07-02 02:13:31",0.55141
104094,bchnge,"2014-07-02 03:52:07",9.87533
104094,bchnge,"2014-07-02 04:19:23",9.84180
103912,backdoor,"2014-07-02 05:38:01",0.47734
103023,"Jatin Shah","2014-07-02 07:59:34",0.48066
103916,sobrosen,"2014-07-02 08:05:25",0.47569
103590,Skander,"2014-07-02 09:05:30",0.46558
104139,rydt,"2014-07-02 11:46:35",0.50320
104144,razgon,"2014-07-02 12:40:05",0.51616
103220,ivo,"2014-07-02 14:20:37",0.49166
103912,backdoor,"2014-07-02 14:25:57",0.47734
103239,"Click here to win a million dollars","2014-07-02 15:32:42",0.47050
103805,Osamc,"2014-07-02 15:34:43",0.45620
103088,smoke,"2014-07-02 16:29:56",0.48059
103540,valera,"2014-07-02 17:04:39",0.48059
103088,smoke,"2014-07-02 17:21:55",0.48019
103726,Bugra,"2014-07-02 17:39:42",0.48003
103088,smoke,"2014-07-02 18:43:59",0.48015
104144,razgon,"2014-07-02 20:12:45",0.51358
104202,"Konrad Banachewicz","2014-07-02 21:15:10",0.48059
104068,Dieselboy,"2014-07-02 22:31:05",0.48022
103805,Osamc,"2014-07-03 05:21:06",0.45576
104202,"Konrad Banachewicz","2014-07-03 06:38:58",0.47978
103352,Francis,"2014-07-03 07:06:44",0.55308
103912,backdoor,"2014-07-03 12:42:02",0.47629
104200,zacstewart,"2014-07-03 12:49:58",9.09328
102935,deceptimons,"2014-07-03 15:38:58",0.46292
104298,cud155,"2014-07-03 15:59:04",0.48006
103114,ephes,"2014-07-03 16:09:51",0.47938
104302,"C.C. C.","2014-07-03 16:54:52",0.54326
103006,"Michael Jahrer","2014-07-03 17:08:36",0.45200
103916,sobrosen,"2014-07-03 20:52:29",0.47410
103916,sobrosen,"2014-07-03 21:03:54",0.47321
103114,ephes,"2014-07-03 21:29:52",0.47001
104335,"Alonso Vidales Miguélez","2014-07-03 21:52:37",0.56264
104335,"Alonso Vidales Miguélez","2014-07-03 22:17:06",0.54854
104356,clustifier,"2014-07-04 02:50:03",0.48006
104357,bobotouyitou,"2014-07-04 02:52:01",0.54054
104364,"Francisco Martin","2014-07-04 04:14:49",8.58364
104364,"Francisco Martin","2014-07-04 04:36:03",0.52256
104367,Allenbj,"2014-07-04 05:05:41",0.67181
104356,clustifier,"2014-07-04 06:34:32",0.47967
104356,clustifier,"2014-07-04 08:40:39",0.47965
104364,"Francisco Martin","2014-07-04 09:40:16",0.51927
103590,Skander,"2014-07-04 10:27:25",0.46539
103545,"Teja Naik and Team","2014-07-04 11:21:41",0.54405
103023,"Jatin Shah","2014-07-04 12:42:41",0.47672
104431,vk.net,"2014-07-04 15:28:26",0.54320
104302,"C.C. C.","2014-07-04 15:37:12",0.52129
104302,"C.C. C.","2014-07-04 16:24:57",0.52104
103469,fuzzy,"2014-07-04 17:36:16",0.46104
103757,Schw4rzR0tG0ld,"2014-07-04 18:19:02",0.48664
104051,bl3nder,"2014-07-04 19:39:31",0.61900
104202,"Konrad Banachewicz","2014-07-04 19:57:00",0.47879
104367,Allenbj,"2014-07-04 21:08:36",0.65977
103352,Francis,"2014-07-04 23:12:03",0.55038
104364,"Francisco Martin","2014-07-05 00:19:16",0.51763
104068,Dieselboy,"2014-07-05 00:54:02",0.47812
103469,fuzzy,"2014-07-05 01:44:33",0.45991
104468,e2718,"2014-07-05 01:49:55",0.99868
103540,valera,"2014-07-05 01:58:59",0.47833
104468,e2718,"2014-07-05 02:02:36",0.69315
103065,Silogram,"2014-07-05 08:36:26",0.45865
103239,"Click here to win a million dollars","2014-07-05 11:26:23",0.46990
104499,ikretus,"2014-07-05 11:43:43",0.99868
102965,Dollars4Donuts,"2014-07-05 13:25:18",0.50026
103065,Silogram,"2014-07-05 15:09:23",0.45750
104507,"mike butler","2014-07-05 15:52:12",0.54561
104431,vk.net,"2014-07-05 16:55:35",0.50065
104511,"Thomas Veith","2014-07-05 18:02:29",0.48865
104534,NPMG,"2014-07-05 23:18:45",0.58216
104431,vk.net,"2014-07-06 01:04:13",0.49649
104362,kramimus,"2014-07-06 02:31:55",0.48334
104468,e2718,"2014-07-06 03:59:30",0.57692
104468,e2718,"2014-07-06 04:08:33",0.57671
104356,clustifier,"2014-07-06 04:46:12",0.47574
104556,"Michel Blaauw","2014-07-06 09:16:37",0.48058
103828,kaka,"2014-07-06 09:26:45",0.45483
103757,Schw4rzR0tG0ld,"2014-07-06 12:04:21",0.48188
104468,e2718,"2014-07-06 12:32:28",0.57659
104302,"C.C. C.","2014-07-06 13:00:27",0.52066
104578,"divya drishti","2014-07-06 14:53:01",0.64290
104581,"Max Patterman","2014-07-06 15:53:49",0.69315
104367,Allenbj,"2014-07-06 15:59:31",0.60102
104581,"Max Patterman","2014-07-06 16:02:32",0.57949
104581,"Max Patterman","2014-07-06 16:36:57",0.51965
104581,"Max Patterman","2014-07-06 18:06:02",0.50964
102965,Dollars4Donuts,"2014-07-06 20:15:42",0.49358
104613,bridgewell,"2014-07-06 22:08:39",0.46661
104335,"Alonso Vidales Miguélez","2014-07-06 22:46:44",0.54853
104302,"C.C. C.","2014-07-07 00:17:22",0.52032
104622,MPRI,"2014-07-07 00:47:17",0.56842
104357,bobotouyitou,"2014-07-07 01:41:19",0.52337
103986,nwpu332,"2014-07-07 02:55:04",0.54681
103739,"Jiaji Zhou","2014-07-07 04:31:03",0.49769
104202,"Konrad Banachewicz","2014-07-07 06:54:29",0.47618
104667,Datla,"2014-07-07 10:48:38",8.75708
104682,night_bat,"2014-07-07 13:16:05",0.47969
104682,night_bat,"2014-07-07 14:14:49",0.47956
104704,"Stephane Soulier","2014-07-07 16:18:49",0.51172
104379,"Dessy Amirudin","2014-07-07 17:28:01",0.71118
104691,DDTm3thod,"2014-07-07 17:31:42",1.21519
104713,"Pietro Marini","2014-07-07 17:39:02",0.52710
103065,Silogram,"2014-07-07 18:44:36",0.45749
103006,"Michael Jahrer","2014-07-07 20:12:35",0.45092
104704,"Stephane Soulier","2014-07-07 20:27:15",0.51143
103739,"Jiaji Zhou","2014-07-07 21:53:32",0.48850
104357,bobotouyitou,"2014-07-08 04:12:44",0.52038
104713,"Pietro Marini","2014-07-08 05:03:04",0.52093
104785,"Lawrence Chernin","2014-07-08 05:52:25",8.19115
104785,"Lawrence Chernin","2014-07-08 06:01:42",0.99868
104682,night_bat,"2014-07-08 07:55:14",0.47554
104581,"Max Patterman","2014-07-08 08:12:52",0.50663
104202,"Konrad Banachewicz","2014-07-08 09:14:06",0.47132
104667,Datla,"2014-07-08 11:17:10",0.90338
103065,Silogram,"2014-07-08 11:57:13",0.45748
103912,backdoor,"2014-07-08 13:06:26",0.46357
104871,Aram,"2014-07-08 15:19:00",0.69831
104871,Aram,"2014-07-08 15:51:54",0.65214
104886,EgyFirst,"2014-07-08 16:45:11",0.99868
103739,"Jiaji Zhou","2014-07-08 16:54:41",0.48506
104871,Aram,"2014-07-08 17:33:36",0.58796
104581,"Max Patterman","2014-07-08 19:52:02",0.50519
103829,"Ivo PT","2014-07-08 23:24:38",0.47410
104622,MPRI,"2014-07-09 01:58:20",0.55820
103239,"Click here to win a million dollars","2014-07-09 02:02:04",0.46663
103239,"Click here to win a million dollars","2014-07-09 02:07:15",0.46453
103805,Osamc,"2014-07-09 05:16:56",0.45499
105008,Ravi,"2014-07-09 05:33:22",0.99868
104682,night_bat,"2014-07-09 06:26:23",0.47499
104578,"divya drishti","2014-07-09 07:25:08",0.57692
104871,Aram,"2014-07-09 10:00:20",0.58114
104682,night_bat,"2014-07-09 12:49:32",0.47485
105042,kmcd,"2014-07-09 13:18:59",0.99868
104256,Love-R-s,"2014-07-09 16:00:23",0.59198
105104,"kung fu panda","2014-07-09 20:38:08",0.99868
104431,vk.net,"2014-07-09 20:54:06",0.48114
105113,"Karane Mariano Vieira","2014-07-09 22:01:04",0.99868
105093,Telmo31,"2014-07-09 22:49:56",0.61758
105093,Telmo31,"2014-07-09 23:13:34",0.59376
105093,Telmo31,"2014-07-09 23:24:17",0.57975
104622,MPRI,"2014-07-10 02:33:22",0.55344
105149,rtizzinal,"2014-07-10 06:00:49",0.49155
104356,clustifier,"2014-07-10 09:18:49",0.47520
103222,"Beerius 2","2014-07-10 09:30:38",1.62095
103590,Skander,"2014-07-10 09:38:07",0.46528
103065,Silogram,"2014-07-10 09:58:17",0.45693
104682,night_bat,"2014-07-10 10:44:21",0.47484
105188,"Fred Jean","2014-07-10 11:50:40",0.47976
104356,clustifier,"2014-07-10 12:26:08",0.47276
104431,vk.net,"2014-07-10 12:31:10",0.47306
105202,"Balaji Subudhi","2014-07-10 14:00:53",1.08955
105224,TmKunz,"2014-07-10 16:27:17",9.09328
105113,"Karane Mariano Vieira","2014-07-10 18:29:30",0.48009
105251,Convalytics,"2014-07-10 20:14:18",0.56272
105252,Tony,"2014-07-10 20:17:09",0.99868
104704,"Stephane Soulier","2014-07-10 21:20:53",0.48729
103239,"Click here to win a million dollars","2014-07-10 23:24:58",0.46349
103006,"Michael Jahrer","2014-07-11 00:01:32",0.45035
103239,"Click here to win a million dollars","2014-07-11 03:02:04",0.46271
105296,"Paul Bergeron","2014-07-11 05:22:07",0.51109
104068,Dieselboy,"2014-07-11 07:00:01",0.47405
103783,chuggers,"2014-07-11 07:25:51",0.54776
103222,"Beerius 2","2014-07-11 09:33:55",0.57787
104622,MPRI,"2014-07-11 15:06:20",0.52208
105365,"Krishna Sumanth","2014-07-11 16:48:14",0.99868
105149,rtizzinal,"2014-07-11 17:47:10",0.47295
105398,crowwork,"2014-07-11 23:45:37",0.46328
105398,crowwork,"2014-07-11 23:50:26",0.46163
105402,ggcoder,"2014-07-12 00:16:56",0.48006
105089,Joker,"2014-07-12 01:24:44",0.63127
105452,"nitesh malhotra","2014-07-12 09:38:57",0.62293
105224,TmKunz,"2014-07-12 12:10:27",0.99868
103829,"Ivo PT","2014-07-12 13:58:40",0.47313
105296,"Paul Bergeron","2014-07-12 14:39:00",0.47948
105296,"Paul Bergeron","2014-07-12 15:36:07",0.47906
105469,albrow,"2014-07-12 16:04:25",0.55044
105470,"Brendon Boshell","2014-07-12 17:16:49",0.56891
105470,"Brendon Boshell","2014-07-12 17:34:11",0.53088
105470,"Brendon Boshell","2014-07-12 17:54:15",0.53049
105478,pezlogd,"2014-07-12 18:02:30",0.99868
105398,crowwork,"2014-07-12 18:08:20",0.45761
103757,Schw4rzR0tG0ld,"2014-07-12 19:10:41",0.47966
104256,Love-R-s,"2014-07-12 21:33:30",0.47973
105470,"Brendon Boshell","2014-07-12 23:09:03",0.52894
105398,crowwork,"2014-07-12 23:39:24",0.45754
105517,Tanay,"2014-07-13 03:09:49",0.99868
104713,"Pietro Marini","2014-07-13 06:09:23",0.52078
105528,Kadam,"2014-07-13 06:36:15",0.99868
105517,Tanay,"2014-07-13 10:15:53",0.48059
104613,bridgewell,"2014-07-13 12:20:16",0.46655
105551,theidealist,"2014-07-13 12:41:21",0.56076
104507,"mike butler","2014-07-13 14:58:02",0.54426
103757,Schw4rzR0tG0ld,"2014-07-13 16:14:23",0.47930
105398,crowwork,"2014-07-13 17:39:12",0.45651
105570,"Anthony Bell","2014-07-13 17:41:44",0.53025
105398,crowwork,"2014-07-13 17:48:25",0.45608
105398,crowwork,"2014-07-13 17:55:31",0.45589
103222,"Beerius 2","2014-07-13 18:06:00",0.53278
104068,Dieselboy,"2014-07-13 18:48:34",0.47103
105089,Joker,"2014-07-13 19:17:17",0.46545
105588,stonelonely,"2014-07-13 21:40:43",0.84648
103239,"Click here to win a million dollars","2014-07-13 23:17:05",0.46086
103239,"Click here to win a million dollars","2014-07-13 23:29:17",0.45911
103805,Osamc,"2014-07-14 02:47:46",0.45409
105622,"Thang Tran","2014-07-14 04:49:52",0.99868
105624,adin,"2014-07-14 06:25:19",0.47973
103222,"Beerius 2","2014-07-14 07:13:14",0.50726
103222,"Beerius 2","2014-07-14 08:18:49",0.50593
104256,Love-R-s,"2014-07-14 08:20:24",0.47843
105202,"Balaji Subudhi","2014-07-14 09:35:39",0.54290
104256,Love-R-s,"2014-07-14 10:57:50",0.47184
105649,"Deepesh Sharma","2014-07-14 11:03:42",0.73896
105649,"Deepesh Sharma","2014-07-14 11:12:49",0.72074
105649,"Deepesh Sharma","2014-07-14 11:23:10",0.69984
105570,"Anthony Bell","2014-07-14 12:30:20",0.52050
105398,crowwork,"2014-07-14 13:39:31",0.45521
105469,albrow,"2014-07-14 14:07:34",0.53728
103222,"Beerius 2","2014-07-14 15:46:23",0.50397
105570,"Anthony Bell","2014-07-14 16:21:11",0.51875
103239,"Click here to win a million dollars","2014-07-14 16:28:48",0.45582
103006,"Michael Jahrer","2014-07-14 20:18:34",0.44877
103757,Schw4rzR0tG0ld,"2014-07-14 21:14:07",0.47538
105398,crowwork,"2014-07-14 23:44:58",0.45506
105398,crowwork,"2014-07-14 23:50:04",0.45492
104622,MPRI,"2014-07-15 03:35:31",0.52185
105738,datalurker,"2014-07-15 03:42:44",5.09320
105738,datalurker,"2014-07-15 03:49:37",0.57646
103065,Silogram,"2014-07-15 06:24:15",0.45340
105649,"Deepesh Sharma","2014-07-15 07:56:56",0.69315
103912,backdoor,"2014-07-15 09:01:23",0.46355
105649,"Deepesh Sharma","2014-07-15 10:27:34",0.62373
104200,zacstewart,"2014-07-15 13:06:57",0.79339
105202,"Balaji Subudhi","2014-07-15 13:25:23",0.54260
105202,"Balaji Subudhi","2014-07-15 13:42:32",0.54135
104622,MPRI,"2014-07-15 14:30:03",0.52154
105398,crowwork,"2014-07-15 17:43:29",0.45486
105398,crowwork,"2014-07-15 17:44:24",0.45472
104068,Dieselboy,"2014-07-15 17:56:46",0.46930
103757,Schw4rzR0tG0ld,"2014-07-15 20:23:15",0.47527
105853,bamboochen,"2014-07-15 21:45:07",4.84975
105853,bamboochen,"2014-07-15 21:50:18",0.57664
105853,bamboochen,"2014-07-15 23:08:19",0.55614
104200,zacstewart,"2014-07-16 01:16:14",0.63864
105624,adin,"2014-07-16 01:39:50",0.47960
105570,"Anthony Bell","2014-07-16 03:32:23",0.48059
104622,MPRI,"2014-07-16 03:46:07",0.52031
105895,"David Leung","2014-07-16 03:47:24",0.52002
103239,"Click here to win a million dollars","2014-07-16 04:15:46",0.45563
103912,backdoor,"2014-07-16 06:43:13",0.46354
105202,"Balaji Subudhi","2014-07-16 09:14:54",0.53726
105202,"Balaji Subudhi","2014-07-16 09:24:33",0.53689
104256,Love-R-s,"2014-07-16 09:51:45",0.47141
104682,night_bat,"2014-07-16 10:41:24",0.47260
105645,"Rishav Rohit","2014-07-16 10:48:58",0.53689
104871,Aram,"2014-07-16 12:12:54",0.57074
104200,zacstewart,"2014-07-16 12:23:10",0.61167
104256,Love-R-s,"2014-07-16 13:38:46",0.46680
105624,adin,"2014-07-16 19:08:43",0.47629
105853,bamboochen,"2014-07-16 20:49:30",0.46456
104622,MPRI,"2014-07-16 22:31:03",0.52007
105856,"degree of belief","2014-07-16 23:25:18",0.51327
106087,yr@SYSU,"2014-07-17 02:04:56",0.57714
104704,"Stephane Soulier","2014-07-17 08:11:21",0.47917
104256,Love-R-s,"2014-07-17 08:46:42",0.46609
106147,JIRAF,"2014-07-17 10:35:06",0.58459
106024,Venkat,"2014-07-17 10:42:25",2.01906
106157,idle_speculation,"2014-07-17 12:10:25",0.46598
106159,"Davide Lucchi","2014-07-17 12:35:55",0.99868
106164,boom,"2014-07-17 13:02:58",0.49630
105188,"Fred Jean","2014-07-17 13:59:37",0.47952
106174,squ!d,"2014-07-17 14:01:27",0.48059
106176,donf,"2014-07-17 14:11:53",0.56020
106205,durian,"2014-07-17 17:41:08",0.82584
105861,ckattack,"2014-07-17 18:24:00",0.58080
105853,bamboochen,"2014-07-17 19:23:31",0.46443
103916,sobrosen,"2014-07-17 20:50:02",0.47267
103757,Schw4rzR0tG0ld,"2014-07-17 22:41:26",0.47305
103916,sobrosen,"2014-07-18 07:53:01",0.47258
106164,boom,"2014-07-18 07:57:15",0.49496
104613,bridgewell,"2014-07-18 09:54:55",0.46621
106176,donf,"2014-07-18 10:36:14",0.55381
106176,donf,"2014-07-18 11:32:32",0.48730
106142,testeur,"2014-07-18 12:46:50",7.27943
106142,testeur,"2014-07-18 12:55:50",0.51307
103514,Autobots,"2014-07-18 13:05:08",0.48009
106329,Robert,"2014-07-18 14:22:07",0.48058
103916,sobrosen,"2014-07-18 16:42:44",0.46682
106024,Venkat,"2014-07-18 17:14:43",1.96256
105856,"degree of belief","2014-07-18 21:04:10",0.48061
106352,Furukama,"2014-07-18 21:30:07",1.04998
106352,Furukama,"2014-07-18 21:46:00",0.48324
106024,Venkat,"2014-07-18 22:32:50",1.84275
103916,sobrosen,"2014-07-18 22:37:26",0.46681
105856,"degree of belief","2014-07-18 22:47:15",0.47645
105570,"Anthony Bell","2014-07-19 04:23:11",0.47826
106176,donf,"2014-07-19 04:24:21",0.48693
106176,donf,"2014-07-19 04:28:28",0.48397
106176,donf,"2014-07-19 04:32:52",0.48396
106176,donf,"2014-07-19 04:37:35",0.48396
106386,WaterBear,"2014-07-19 04:57:20",0.52422
106087,yr@SYSU,"2014-07-19 06:21:24",0.47975
106386,WaterBear,"2014-07-19 07:13:53",0.49912
106024,Venkat,"2014-07-19 08:48:22",1.83650
106352,Furukama,"2014-07-19 10:03:36",0.47829
105517,Tanay,"2014-07-19 11:41:20",0.48013
105517,Tanay,"2014-07-19 12:37:00",0.47991
106420,chinphing,"2014-07-19 12:38:22",0.63337
106426,FXtest,"2014-07-19 13:17:25",0.99868
106159,"Davide Lucchi","2014-07-19 13:24:18",0.58369
104613,bridgewell,"2014-07-19 13:47:00",0.46561
105517,Tanay,"2014-07-19 14:06:34",0.47976
105570,"Anthony Bell","2014-07-19 15:54:01",0.47430
105570,"Anthony Bell","2014-07-19 16:10:56",0.47429
106449,R.X.M,"2014-07-19 16:41:08",0.48059
106456,"Kevin Perez","2014-07-19 17:49:49",0.57699
103124,perdo,"2014-07-19 22:58:20",0.47973
106420,chinphing,"2014-07-20 01:58:31",0.61017
104613,bridgewell,"2014-07-20 02:34:11",0.46334
106024,Venkat,"2014-07-20 04:02:50",1.82236
106509,manish,"2014-07-20 05:54:07",0.47975
106393,ajr2812,"2014-07-20 09:53:26",0.55248
